sample_id,scenario,true_K,method,display_name,set_rmse,set_mae,k_hat,k_acc,k_abs_err,outlier_5deg
U4_lowSNR_few_K2#0081,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,34.88373842108882,31.04836947208621,2,1.0,0,1.0
U4_lowSNR_few_K2#0082,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,17.652565282777772,15.774601228698884,3,0.0,1,1.0
U4_lowSNR_few_K2#0083,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,19.27676719135569,16.99389471423542,4,0.0,2,1.0
U4_lowSNR_few_K2#0084,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,14.85951260546149,10.588874739348215,3,0.0,1,1.0
U4_lowSNR_few_K2#0085,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,16.554592719633842,13.352755159982909,3,0.0,1,1.0
U4_lowSNR_few_K2#0086,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,24.67013656734032,21.51544211142999,3,0.0,1,1.0
U4_lowSNR_few_K2#0087,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,33.972564514007935,28.24870148872094,3,0.0,1,1.0
U4_lowSNR_few_K2#0088,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,15.207134956571188,12.078966517767276,3,0.0,1,1.0
U4_lowSNR_few_K2#0089,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,15.347863993446785,12.114637502763804,3,0.0,1,1.0
U4_lowSNR_few_K2#0090,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,18.5785391829606,16.02060180521524,4,0.0,2,1.0
U4_lowSNR_few_K2#0091,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,19.59502648666995,18.708757030469982,3,0.0,1,1.0
U4_lowSNR_few_K2#0092,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,20.240206532639125,17.417586346698773,3,0.0,1,1.0
U4_lowSNR_few_K2#0093,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,18.847838762956183,17.90997122361634,3,0.0,1,1.0
U4_lowSNR_few_K2#0094,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,17.958799589341933,14.4153193165274,4,0.0,2,1.0
U4_lowSNR_few_K2#0095,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,34.456769063531844,24.981876686788684,2,1.0,0,1.0
U4_lowSNR_few_K2#0096,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,32.28563970130328,23.963607216454,2,1.0,0,1.0
U4_lowSNR_few_K2#0097,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,14.511552171110884,9.46413255909917,3,0.0,1,1.0
U4_lowSNR_few_K2#0098,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,20.12442382597441,18.91221685268929,4,0.0,2,1.0
U4_lowSNR_few_K2#0099,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,21.03617812260812,18.076726226640165,3,0.0,1,1.0
U5_lowSNR_few_K3#0000,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,14.487964866410652,9.282236954768544,2,0.0,1,1.0
U5_lowSNR_few_K3#0001,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,31.2019767511855,28.830420432252257,3,1.0,0,1.0
U5_lowSNR_few_K3#0002,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,3.99153348120154,3.496642594115947,3,1.0,0,0.0
U5_lowSNR_few_K3#0003,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,24.87884847607376,21.769787909047825,2,0.0,1,1.0
U5_lowSNR_few_K3#0004,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,14.602882833292094,9.998543996970012,2,0.0,1,1.0
U5_lowSNR_few_K3#0005,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,29.09158802354013,28.63403656798189,1,0.0,2,1.0
U5_lowSNR_few_K3#0006,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,19.856760111882192,17.270146135263992,3,1.0,0,1.0
U5_lowSNR_few_K3#0007,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,18.524839005606136,15.820200537748866,2,0.0,1,1.0
U5_lowSNR_few_K3#0008,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,20.52712610709913,17.917831397372172,1,0.0,2,1.0
U5_lowSNR_few_K3#0009,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,21.998403807063497,18.1036134945651,3,1.0,0,1.0
U5_lowSNR_few_K3#0010,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,13.67964687789603,10.39364455279882,4,0.0,1,1.0
U5_lowSNR_few_K3#0011,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,15.434619546318189,12.379445185892502,2,0.0,1,1.0
U5_lowSNR_few_K3#0012,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,3.6183546019808497,3.5379256984563674,3,1.0,0,0.0
U5_lowSNR_few_K3#0013,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,15.128490985269936,11.050847583374573,2,0.0,1,1.0
U5_lowSNR_few_K3#0014,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,15.0598859864157,9.411784699520686,3,1.0,0,1.0
U5_lowSNR_few_K3#0015,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,20.340999996360097,17.54092095037651,3,1.0,0,1.0
U5_lowSNR_few_K3#0016,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,17.219481788449933,10.910228936713212,3,1.0,0,1.0
U5_lowSNR_few_K3#0017,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,7.662802792074665,6.322583565611358,3,1.0,0,1.0
U5_lowSNR_few_K3#0018,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,30.767189010212068,23.31991552202631,3,1.0,0,1.0
U5_lowSNR_few_K3#0019,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,28.585903512604133,25.70574527569848,3,1.0,0,1.0
U5_lowSNR_few_K3#0020,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,19.19931422657128,17.010321751234923,2,0.0,1,1.0
U5_lowSNR_few_K3#0021,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,13.317364434456058,10.182033256932453,3,1.0,0,1.0
U5_lowSNR_few_K3#0022,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,14.118132017244031,10.711342993900988,4,0.0,1,1.0
U5_lowSNR_few_K3#0023,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,22.368369524344704,19.0190482773627,2,0.0,1,1.0
U5_lowSNR_few_K3#0024,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,20.68449623953909,18.597272617902373,1,0.0,2,1.0
U5_lowSNR_few_K3#0025,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,28.071572073764493,26.724974730958337,3,1.0,0,1.0
U5_lowSNR_few_K3#0026,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,11.604180023703432,10.43390300868271,3,1.0,0,1.0
U5_lowSNR_few_K3#0027,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,3.305098707648477,2.71207761216399,3,1.0,0,0.0
U5_lowSNR_few_K3#0028,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,32.033155720309715,29.92297538317764,3,1.0,0,1.0
U5_lowSNR_few_K3#0029,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,1.8246989387642985,1.2270164794680931,3,1.0,0,0.0
U5_lowSNR_few_K3#0030,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,13.985147918687256,11.39759197614659,4,0.0,1,1.0
U5_lowSNR_few_K3#0031,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,15.91235787581512,13.65207135723668,3,1.0,0,1.0
U5_lowSNR_few_K3#0032,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,23.17527232984386,15.505122041671545,3,1.0,0,1.0
U5_lowSNR_few_K3#0033,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,30.974239704843285,23.33546142447968,3,1.0,0,1.0
U5_lowSNR_few_K3#0034,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,9.585524586671989,8.070702437071645,3,1.0,0,1.0
U5_lowSNR_few_K3#0035,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,25.404370462411578,23.18462067767065,4,0.0,1,1.0
U5_lowSNR_few_K3#0036,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,15.5715138218355,11.83074933620138,2,0.0,1,1.0
U5_lowSNR_few_K3#0037,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,12.91150571591879,10.5746931370105,3,1.0,0,1.0
U5_lowSNR_few_K3#0038,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,6.64312962299737,6.5399389395707885,3,1.0,0,1.0
U5_lowSNR_few_K3#0039,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,10.19892352376795,8.022041564271362,3,1.0,0,1.0
U5_lowSNR_few_K3#0040,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,10.208158844511344,7.274386321603077,3,1.0,0,1.0
U5_lowSNR_few_K3#0041,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,16.931274770905105,14.339681674144613,2,0.0,1,1.0
U5_lowSNR_few_K3#0042,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,16.866866256263712,15.18935700700954,3,1.0,0,1.0
U5_lowSNR_few_K3#0043,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,15.908466124661777,12.82243402933712,4,0.0,1,1.0
U5_lowSNR_few_K3#0044,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,25.989920761969497,24.945355954265267,2,0.0,1,1.0
U5_lowSNR_few_K3#0045,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,16.36003916281177,15.98433360667828,3,1.0,0,1.0
U5_lowSNR_few_K3#0046,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,15.81803503220062,14.362516286969315,4,0.0,1,1.0
U5_lowSNR_few_K3#0047,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,51.269084575958814,50.62829919969903,3,1.0,0,1.0
U5_lowSNR_few_K3#0048,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,20.93224898778501,19.343255355026034,1,0.0,2,1.0
U5_lowSNR_few_K3#0049,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,20.42566785598364,17.09141784727967,1,0.0,2,1.0
U5_lowSNR_few_K3#0050,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,25.017600305700483,23.74934691154456,3,1.0,0,1.0
U5_lowSNR_few_K3#0051,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,35.92532799549369,35.51888379727428,3,1.0,0,1.0
U5_lowSNR_few_K3#0052,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,14.50210358531277,9.414819195894326,2,0.0,1,1.0
U5_lowSNR_few_K3#0053,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,24.73309274333372,24.730148337832464,1,0.0,2,1.0
U5_lowSNR_few_K3#0054,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,30.414880225520843,28.329585871208582,3,1.0,0,1.0
U5_lowSNR_few_K3#0055,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,18.001437060060223,10.63964296502227,3,1.0,0,1.0
U5_lowSNR_few_K3#0056,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,24.916755349750687,24.910286298693894,3,1.0,0,1.0
U5_lowSNR_few_K3#0057,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,18.754023477176755,14.933106487691902,3,1.0,0,1.0
U5_lowSNR_few_K3#0058,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,13.527691054474616,10.187942611761942,4,0.0,1,1.0
U5_lowSNR_few_K3#0059,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,45.56833656999597,31.55213896994104,3,1.0,0,1.0
U5_lowSNR_few_K3#0060,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,14.917610776147695,14.861869594049098,3,1.0,0,1.0
U5_lowSNR_few_K3#0061,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,23.193961228743493,22.265360033961787,3,1.0,0,1.0
U5_lowSNR_few_K3#0062,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,20.73006869116937,18.753856266258577,1,0.0,2,1.0
U5_lowSNR_few_K3#0063,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,20.460236090355146,18.472220255550955,2,0.0,1,1.0
U5_lowSNR_few_K3#0064,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,24.24572541043408,15.84117058831284,3,1.0,0,1.0
U5_lowSNR_few_K3#0065,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,59.57761989098064,49.81306102455548,3,1.0,0,1.0
U5_lowSNR_few_K3#0066,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,27.306338748502625,22.00536198310544,2,0.0,1,1.0
U5_lowSNR_few_K3#0067,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,21.191799918044367,17.607463263627594,2,0.0,1,1.0
U5_lowSNR_few_K3#0068,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,16.986237076545404,14.987932275260867,3,1.0,0,1.0
U5_lowSNR_few_K3#0069,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,43.16177158916655,41.81251021921489,3,1.0,0,1.0
U5_lowSNR_few_K3#0070,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,38.17376701493606,31.28682728123484,3,1.0,0,1.0
U5_lowSNR_few_K3#0071,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,17.969433459193844,12.811479196407666,3,1.0,0,1.0
U5_lowSNR_few_K3#0072,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,14.444473160855187,8.72610967353413,2,0.0,1,1.0
U5_lowSNR_few_K3#0073,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,18.226877412499427,13.17808786463124,3,1.0,0,1.0
U5_lowSNR_few_K3#0074,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,3.7318435855655,3.068859669893932,3,1.0,0,0.0
U5_lowSNR_few_K3#0075,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,25.11402366553937,16.7245370552769,3,1.0,0,1.0
U5_lowSNR_few_K3#0076,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,21.77288077811572,19.6388354471444,2,0.0,1,1.0
U5_lowSNR_few_K3#0077,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,13.314832680129324,9.666974555073711,4,0.0,1,1.0
U5_lowSNR_few_K3#0078,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,14.54781444968335,9.701418872403218,2,0.0,1,1.0
U5_lowSNR_few_K3#0079,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,24.78844286139241,24.58427433253804,3,1.0,0,1.0
U5_lowSNR_few_K3#0080,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,54.474819155398535,54.45451949478254,3,1.0,0,1.0
U5_lowSNR_few_K3#0081,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,19.85698813317849,18.80800014834741,2,0.0,1,1.0
U5_lowSNR_few_K3#0082,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,6.98787543833996,5.898462358923233,3,1.0,0,1.0
U5_lowSNR_few_K3#0083,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,17.382080575423004,15.593526160099648,2,0.0,1,1.0
U5_lowSNR_few_K3#0084,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,30.205752504052143,28.002585982299028,3,1.0,0,1.0
U5_lowSNR_few_K3#0085,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,26.51157240595672,25.541546721576527,3,1.0,0,1.0
U5_lowSNR_few_K3#0086,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,16.185194886565345,14.349792425238444,3,1.0,0,1.0
U5_lowSNR_few_K3#0087,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,32.04366976300052,29.71523710820984,3,1.0,0,1.0
U5_lowSNR_few_K3#0088,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,20.41605976061639,16.889399303395837,1,0.0,2,1.0
U5_lowSNR_few_K3#0089,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,13.317974849437537,9.521200458819653,4,0.0,1,1.0
U5_lowSNR_few_K3#0090,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,8.598812605991395,5.6902891861745575,3,1.0,0,1.0
U5_lowSNR_few_K3#0091,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,18.27462785523367,16.621527033690178,2,0.0,1,1.0
U5_lowSNR_few_K3#0092,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,5.814108787480903,4.960283579606006,3,1.0,0,1.0
U5_lowSNR_few_K3#0093,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,22.83517408303241,18.73137899665173,3,1.0,0,1.0
U5_lowSNR_few_K3#0094,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,14.87860233169505,12.343628672487874,4,0.0,1,1.0
U5_lowSNR_few_K3#0095,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,15.114239540813257,11.506120071101131,2,0.0,1,1.0
U5_lowSNR_few_K3#0096,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,17.51182963894136,14.782181314841358,4,0.0,1,1.0
U5_lowSNR_few_K3#0097,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,40.77007468436011,38.35629929005529,4,0.0,1,1.0
U5_lowSNR_few_K3#0098,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,23.407163970023408,21.03971232944074,3,1.0,0,1.0
U5_lowSNR_few_K3#0099,U5_lowSNR_few_K3,3,FROST-DOA,FROST-DOA,23.6540474090698,20.47660118970599,3,1.0,0,1.0
U6_coherent_K2#0000,U6_coherent_K2,2,FROST-DOA,FROST-DOA,0.4274915128672901,0.4250918270587842,2,1.0,0,0.0
U6_coherent_K2#0001,U6_coherent_K2,2,FROST-DOA,FROST-DOA,17.752811599331977,13.64981375163977,4,0.0,2,1.0
U6_coherent_K2#0002,U6_coherent_K2,2,FROST-DOA,FROST-DOA,0.2988875650498431,0.296108490431755,2,1.0,0,0.0
U6_coherent_K2#0003,U6_coherent_K2,2,FROST-DOA,FROST-DOA,0.213488655462152,0.1606077733603983,2,1.0,0,0.0
U6_coherent_K2#0004,U6_coherent_K2,2,FROST-DOA,FROST-DOA,1.4903497635753833,1.4825685243809037,2,1.0,0,0.0
U6_coherent_K2#0005,U6_coherent_K2,2,FROST-DOA,FROST-DOA,0.6301669545975255,0.6223488583305965,2,1.0,0,0.0
U6_coherent_K2#0006,U6_coherent_K2,2,FROST-DOA,FROST-DOA,0.3668796061069392,0.3130212838101052,2,1.0,0,0.0
U6_coherent_K2#0007,U6_coherent_K2,2,FROST-DOA,FROST-DOA,0.4174291936792286,0.4071777895375106,2,1.0,0,0.0
U6_coherent_K2#0008,U6_coherent_K2,2,FROST-DOA,FROST-DOA,0.3291904402523534,0.3006306895935489,2,1.0,0,0.0
U6_coherent_K2#0009,U6_coherent_K2,2,FROST-DOA,FROST-DOA,3.552305623075786,3.4112936319078297,2,1.0,0,0.0
U6_coherent_K2#0010,U6_coherent_K2,2,FROST-DOA,FROST-DOA,0.8056372110004631,0.6421908607872333,2,1.0,0,0.0
U6_coherent_K2#0011,U6_coherent_K2,2,FROST-DOA,FROST-DOA,0.7677896584271533,0.6451797484588901,2,1.0,0,0.0
U6_coherent_K2#0012,U6_coherent_K2,2,FROST-DOA,FROST-DOA,0.1019217851166941,0.0827021393822367,2,1.0,0,0.0
U6_coherent_K2#0013,U6_coherent_K2,2,FROST-DOA,FROST-DOA,1.2725467473749363,0.9502486435545924,2,1.0,0,0.0
U6_coherent_K2#0014,U6_coherent_K2,2,FROST-DOA,FROST-DOA,0.6345954794331695,0.4508695210505813,2,1.0,0,0.0
U6_coherent_K2#0015,U6_coherent_K2,2,FROST-DOA,FROST-DOA,0.4633009526168166,0.3464007142690999,2,1.0,0,0.0
U6_coherent_K2#0016,U6_coherent_K2,2,FROST-DOA,FROST-DOA,17.879652755657048,14.357957124268149,4,0.0,2,1.0
U6_coherent_K2#0017,U6_coherent_K2,2,FROST-DOA,FROST-DOA,0.268588632342881,0.2090181758356717,2,1.0,0,0.0
U6_coherent_K2#0018,U6_coherent_K2,2,FROST-DOA,FROST-DOA,2.4947421842715456,2.0889464101912907,2,1.0,0,0.0
U6_coherent_K2#0019,U6_coherent_K2,2,FROST-DOA,FROST-DOA,3.02175828250312,2.9628887335511127,2,1.0,0,0.0
U6_coherent_K2#0020,U6_coherent_K2,2,FROST-DOA,FROST-DOA,0.6714748584787094,0.5478808117720071,2,1.0,0,0.0
U6_coherent_K2#0021,U6_coherent_K2,2,FROST-DOA,FROST-DOA,14.512284952009209,9.408169475394484,3,0.0,1,1.0
U6_coherent_K2#0022,U6_coherent_K2,2,FROST-DOA,FROST-DOA,2.161909299322066,2.102027381445467,2,1.0,0,0.0
U6_coherent_K2#0023,U6_coherent_K2,2,FROST-DOA,FROST-DOA,0.755483097225889,0.7268331228123959,2,1.0,0,0.0
U6_coherent_K2#0024,U6_coherent_K2,2,FROST-DOA,FROST-DOA,0.1602037245698759,0.1588265953243244,2,1.0,0,0.0
U6_coherent_K2#0025,U6_coherent_K2,2,FROST-DOA,FROST-DOA,0.3829547461894338,0.2713145661678706,2,1.0,0,0.0
U6_coherent_K2#0026,U6_coherent_K2,2,FROST-DOA,FROST-DOA,14.438753070490774,8.624078653552123,3,0.0,1,1.0
U6_coherent_K2#0027,U6_coherent_K2,2,FROST-DOA,FROST-DOA,0.2857698370883502,0.2815758207963865,2,1.0,0,0.0
U6_coherent_K2#0028,U6_coherent_K2,2,FROST-DOA,FROST-DOA,0.4069557752074643,0.3897285007178102,2,1.0,0,0.0
U6_coherent_K2#0029,U6_coherent_K2,2,FROST-DOA,FROST-DOA,0.0264091237695691,0.0205572954067116,2,1.0,0,0.0
U6_coherent_K2#0030,U6_coherent_K2,2,FROST-DOA,FROST-DOA,3.2362019281644554,3.23608128651201,2,1.0,0,0.0
U6_coherent_K2#0031,U6_coherent_K2,2,FROST-DOA,FROST-DOA,0.4323282611720192,0.3842083863684893,2,1.0,0,0.0
U6_coherent_K2#0032,U6_coherent_K2,2,FROST-DOA,FROST-DOA,1.944348543774371,1.943675916502985,2,1.0,0,0.0
U6_coherent_K2#0033,U6_coherent_K2,2,FROST-DOA,FROST-DOA,0.4600162721913156,0.4577176906393152,2,1.0,0,0.0
U6_coherent_K2#0034,U6_coherent_K2,2,FROST-DOA,FROST-DOA,0.7130153844764888,0.6836363285513767,2,1.0,0,0.0
U6_coherent_K2#0035,U6_coherent_K2,2,FROST-DOA,FROST-DOA,0.1909153314486631,0.184268916779323,2,1.0,0,0.0
U6_coherent_K2#0036,U6_coherent_K2,2,FROST-DOA,FROST-DOA,0.0262089886106486,0.0258888593156267,2,1.0,0,0.0
U6_coherent_K2#0037,U6_coherent_K2,2,FROST-DOA,FROST-DOA,0.4682272442529402,0.4207043000531216,2,1.0,0,0.0
U6_coherent_K2#0038,U6_coherent_K2,2,FROST-DOA,FROST-DOA,17.680874974061066,12.710426533670844,4,0.0,2,1.0
U6_coherent_K2#0039,U6_coherent_K2,2,FROST-DOA,FROST-DOA,0.4999265668365836,0.3548684801004835,2,1.0,0,0.0
U6_coherent_K2#0040,U6_coherent_K2,2,FROST-DOA,FROST-DOA,2.0815149840042166,1.5210727434985678,2,1.0,0,0.0
U6_coherent_K2#0041,U6_coherent_K2,2,FROST-DOA,FROST-DOA,3.3568570447922457,3.253324438972249,2,1.0,0,0.0
U6_coherent_K2#0042,U6_coherent_K2,2,FROST-DOA,FROST-DOA,0.6001168926530495,0.5881752779917484,2,1.0,0,0.0
U6_coherent_K2#0043,U6_coherent_K2,2,FROST-DOA,FROST-DOA,0.3391200490989857,0.3099699016130213,2,1.0,0,0.0
U6_coherent_K2#0044,U6_coherent_K2,2,FROST-DOA,FROST-DOA,0.2673185309867892,0.1996298043058462,2,1.0,0,0.0
U6_coherent_K2#0045,U6_coherent_K2,2,FROST-DOA,FROST-DOA,0.3738049206183302,0.2917631299367507,2,1.0,0,0.0
U6_coherent_K2#0046,U6_coherent_K2,2,FROST-DOA,FROST-DOA,0.5425391221275987,0.5161806960982195,2,1.0,0,0.0
U6_coherent_K2#0047,U6_coherent_K2,2,FROST-DOA,FROST-DOA,1.6988025103229898,1.680183928086613,2,1.0,0,0.0
U6_coherent_K2#0048,U6_coherent_K2,2,FROST-DOA,FROST-DOA,0.2615960537499598,0.2282653557544094,2,1.0,0,0.0
U6_coherent_K2#0049,U6_coherent_K2,2,FROST-DOA,FROST-DOA,14.436530946561938,8.499374139464573,3,0.0,1,1.0
U6_coherent_K2#0050,U6_coherent_K2,2,FROST-DOA,FROST-DOA,0.2178134995159795,0.2017979128931131,2,1.0,0,0.0
U6_coherent_K2#0051,U6_coherent_K2,2,FROST-DOA,FROST-DOA,3.702620553336806,3.5818689205411687,2,1.0,0,0.0
U6_coherent_K2#0052,U6_coherent_K2,2,FROST-DOA,FROST-DOA,2.657677516044526,2.4751755242852767,2,1.0,0,0.0
U6_coherent_K2#0053,U6_coherent_K2,2,FROST-DOA,FROST-DOA,17.751056934324666,13.620462308014837,4,0.0,2,1.0
U6_coherent_K2#0054,U6_coherent_K2,2,FROST-DOA,FROST-DOA,2.1587485481811424,2.025897561316498,2,1.0,0,0.0
U6_coherent_K2#0055,U6_coherent_K2,2,FROST-DOA,FROST-DOA,0.4238261675754062,0.4139174005335116,2,1.0,0,0.0
U6_coherent_K2#0056,U6_coherent_K2,2,FROST-DOA,FROST-DOA,0.665601435771966,0.6655539849734264,2,1.0,0,0.0
U6_coherent_K2#0057,U6_coherent_K2,2,FROST-DOA,FROST-DOA,0.2407133354211433,0.2228303220174048,2,1.0,0,0.0
U6_coherent_K2#0058,U6_coherent_K2,2,FROST-DOA,FROST-DOA,2.611590360877267,2.588171939730877,2,1.0,0,0.0
U6_coherent_K2#0059,U6_coherent_K2,2,FROST-DOA,FROST-DOA,0.8412227813603393,0.8386730197433323,2,1.0,0,0.0
U6_coherent_K2#0060,U6_coherent_K2,2,FROST-DOA,FROST-DOA,0.2844225538837441,0.2171182267852849,2,1.0,0,0.0
U6_coherent_K2#0061,U6_coherent_K2,2,FROST-DOA,FROST-DOA,1.6855809415277072,1.6850951961439111,2,1.0,0,0.0
U6_coherent_K2#0062,U6_coherent_K2,2,FROST-DOA,FROST-DOA,1.719480591995544,1.4696178066831926,2,1.0,0,0.0
U6_coherent_K2#0063,U6_coherent_K2,2,FROST-DOA,FROST-DOA,0.1888842866969381,0.1426334640683157,2,1.0,0,0.0
U6_coherent_K2#0064,U6_coherent_K2,2,FROST-DOA,FROST-DOA,17.682288191454784,12.781044830200972,4,0.0,2,1.0
U6_coherent_K2#0065,U6_coherent_K2,2,FROST-DOA,FROST-DOA,2.8083277381293947,2.779090537716513,2,1.0,0,0.0
U6_coherent_K2#0066,U6_coherent_K2,2,FROST-DOA,FROST-DOA,1.3637446758561078,1.2614408779816522,2,1.0,0,0.0
